station_id,stationname,date,daytype,rides
40550,Irving Park-O'Hare,01/03/2023,W,1648
40560,Jackson/State,01/03/2023,W,3589
40570,California/Milwaukee,01/03/2023,W,1970
40580,54th/Cermak,01/03/2023,W,1088
40590,Damen/Milwaukee,01/03/2023,W,2374
40600,Kostner,01/03/2023,W,196
40610,Ridgeland,01/03/2023,W,465
40630,Clark/Division,01/03/2023,W,2884
40650,North/Clybourn,01/03/2023,W,2116
40660,Armitage,01/03/2023,W,1703
40670,Western/Milwaukee,01/03/2023,W,2195
40680,Adams/Wabash,01/03/2023,W,3238
40690,Dempster,01/03/2023,W,309
40700,Laramie,01/03/2023,W,427
40710,Chicago/Franklin,01/03/2023,W,2934
40720,East 63rd-Cottage Grove,01/03/2023,W,378
40730,Washington/Wells,01/03/2023,W,3962
40740,Western-Cermak,01/03/2023,W,595
40750,Harlem-O'Hare,01/03/2023,W,1158
40760,Granville,01/03/2023,W,1385
40770,Lawrence,01/03/2023,W,0
40780,Central Park,01/03/2023,W,454
40790,Monroe/Dearborn,01/03/2023,W,2631
40800,Sedgwick,01/03/2023,W,1765
40810,Medical Center,01/03/2023,W,1079
40820,Rosemont,01/03/2023,W,2580
40830,18th,01/03/2023,W,817
40840,South Boulevard,01/03/2023,W,320
40850,Library,01/03/2023,W,2047
40870,Francisco,01/03/2023,W,684
40880,Thorndale,01/03/2023,W,1120
40890,O'Hare Airport,01/03/2023,W,5926
40900,Howard,01/03/2023,W,2368
40910,63rd-Dan Ryan,01/03/2023,W,873
40920,Pulaski-Forest Park,01/03/2023,W,775
40930,Midway Airport,01/03/2023,W,3569
40940,Halsted/63rd,01/03/2023,W,176
40960,Pulaski-Orange,01/03/2023,W,2013
40970,Cicero-Forest Park,01/03/2023,W,610
40980,Harlem-Forest Park,01/03/2023,W,332
40990,69th,01/03/2023,W,1527
41000,Cermak-Chinatown,01/03/2023,W,1780
41010,Rockwell,01/03/2023,W,744
41020,Logan Square,01/03/2023,W,2707
41030,Polk,01/03/2023,W,1547
41040,Kedzie-Cermak,01/03/2023,W,496
41050,Linden,01/03/2023,W,346
41060,Ashland-Orange,01/03/2023,W,888
41070,Kedzie-Lake,01/03/2023,W,461
41080,47th-South Elevated,01/03/2023,W,444
41090,Monroe/State,01/03/2023,W,2659
41120,35-Bronzeville-IIT,01/03/2023,W,549
41130,Halsted-Orange,01/03/2023,W,1041
41140,King Drive,01/03/2023,W,195
41150,Kedzie-Midway,01/03/2023,W,1599
41160,Clinton-Lake,01/03/2023,W,1969
41170,Garfield-Dan Ryan,01/03/2023,W,1124
41180,Kedzie-Brown,01/03/2023,W,915
41190,Jarvis,01/03/2023,W,701
41200,Argyle,01/03/2023,W,1799
41210,Wellington,01/03/2023,W,1351
41220,Fullerton,01/03/2023,W,7381
41230,47th-Dan Ryan,01/03/2023,W,992
41240,Addison-O'Hare,01/03/2023,W,965
41250,Central-Evanston,01/03/2023,W,365
41260,Austin-Lake,01/03/2023,W,763
41270,43rd,01/03/2023,W,407
41280,Jefferson Park,01/03/2023,W,2938
41290,Kimball,01/03/2023,W,1760
41300,Loyola,01/03/2023,W,1661
41310,Paulina,01/03/2023,W,1222
41320,Belmont-North Main,01/03/2023,W,4810
41330,Montrose-O'Hare,01/03/2023,W,957
41340,LaSalle,01/03/2023,W,1028
41350,Oak Park-Lake,01/03/2023,W,542
41360,California-Lake,01/03/2023,W,566
41380,Bryn Mawr,01/03/2023,W,1680
41400,Roosevelt,01/03/2023,W,4481
41410,Chicago/Milwaukee,01/03/2023,W,1573
41420,Addison-North Main,01/03/2023,W,2745
41430,87th,01/03/2023,W,1372
41440,Addison-Brown,01/03/2023,W,817
41450,Chicago/State,01/03/2023,W,4917
41460,Irving Park-Brown,01/03/2023,W,1168
41480,Western-Brown,01/03/2023,W,1702
41490,Harrison,01/03/2023,W,1116
41500,Montrose-Brown,01/03/2023,W,1053
41510,Morgan-Lake,01/03/2023,W,2051
41660,Lake/State,01/03/2023,W,6660
41670,Conservatory,01/03/2023,W,361
41680,Oakton-Skokie,01/03/2023,W,391
41690,Cermak-McCormick Place,01/03/2023,W,587
41700,Washington/Wabash,01/03/2023,W,4943
40010,Austin-Forest Park,01/04/2023,W,596
40020,Harlem-Lake,01/04/2023,W,1491
40030,Pulaski-Lake,01/04/2023,W,597
40040,Quincy/Wells,01/04/2023,W,3747
40050,Davis,01/04/2023,W,1390
40060,Belmont-O'Hare,01/04/2023,W,2407
40070,Jackson/Dearborn,01/04/2023,W,2652
40080,Sheridan,01/04/2023,W,2011
40090,Damen-Brown,01/04/2023,W,1223
40100,Morse,01/04/2023,W,1833
40120,35th/Archer,01/04/2023,W,1250
40130,51st,01/04/2023,W,411
40140,Dempster-Skokie,01/04/2023,W,661
40150,Pulaski-Cermak,01/04/2023,W,541
40160,LaSalle/Van Buren,01/04/2023,W,1431
40170,Ashland-Lake,01/04/2023,W,1360
40180,Oak Park-Forest Park,01/04/2023,W,518
40190,Sox-35th-Dan Ryan,01/04/2023,W,1241
40210,Damen-Cermak,01/04/2023,W,834
40220,Western-Forest Park,01/04/2023,W,551
40230,Cumberland,01/04/2023,W,1415
40240,79th,01/04/2023,W,2336
40250,Kedzie-Homan-Forest Park,01/04/2023,W,697
40260,State/Lake,01/04/2023,W,5179
40270,Main,01/04/2023,W,443
40280,Central-Lake,01/04/2023,W,914
40290,Ashland/63rd,01/04/2023,W,387
40300,Indiana,01/04/2023,W,260
40310,Western-Orange,01/04/2023,W,1862
40320,Division/Milwaukee,01/04/2023,W,2581
40330,Grand/State,01/04/2023,W,3603
40340,Berwyn,01/04/2023,W,0
40350,UIC-Halsted,01/04/2023,W,1190
40360,Southport,01/04/2023,W,1646
40370,Washington/Dearborn,01/04/2023,W,5201
40380,Clark/Lake,01/04/2023,W,7229
40390,Forest Park,01/04/2023,W,1079
40400,Noyes,01/04/2023,W,451
40420,Cicero-Cermak,01/04/2023,W,612
40430,Clinton-Forest Park,01/04/2023,W,1549
40440,California-Cermak,01/04/2023,W,748
40450,95th/Dan Ryan,01/04/2023,W,3782
40460,Merchandise Mart,01/04/2023,W,3379
40470,Racine,01/04/2023,W,575
40480,Cicero-Lake,01/04/2023,W,486
40490,Grand/Milwaukee,01/04/2023,W,1410
40510,Garfield-South Elevated,01/04/2023,W,514
40520,Foster,01/04/2023,W,366
40530,Diversey,01/04/2023,W,2686
40540,Wilson,01/04/2023,W,3733
40550,Irving Park-O'Hare,01/04/2023,W,1749
40560,Jackson/State,01/04/2023,W,3587
40570,California/Milwaukee,01/04/2023,W,2145
40580,54th/Cermak,01/04/2023,W,1257
40590,Damen/Milwaukee,01/04/2023,W,2549
40600,Kostner,01/04/2023,W,226
40610,Ridgeland,01/04/2023,W,521
40630,Clark/Division,01/04/2023,W,3106
40650,North/Clybourn,01/04/2023,W,2217
40660,Armitage,01/04/2023,W,1866
40670,Western/Milwaukee,01/04/2023,W,2316
40680,Adams/Wabash,01/04/2023,W,3561
40690,Dempster,01/04/2023,W,338
40700,Laramie,01/04/2023,W,466
40710,Chicago/Franklin,01/04/2023,W,3247
40720,East 63rd-Cottage Grove,01/04/2023,W,374
40730,Washington/Wells,01/04/2023,W,4240
40740,Western-Cermak,01/04/2023,W,659
40750,Harlem-O'Hare,01/04/2023,W,1228
40760,Granville,01/04/2023,W,1460
40770,Lawrence,01/04/2023,W,0
40780,Central Park,01/04/2023,W,515
40790,Monroe/Dearborn,01/04/2023,W,2783
40800,Sedgwick,01/04/2023,W,2028
40810,Medical Center,01/04/2023,W,1250
40820,Rosemont,01/04/2023,W,2799
40830,18th,01/04/2023,W,889
40840,South Boulevard,01/04/2023,W,360
40850,Library,01/04/2023,W,2050
40870,Francisco,01/04/2023,W,725
40880,Thorndale,01/04/2023,W,1185
40890,O'Hare Airport,01/04/2023,W,5722
40900,Howard,01/04/2023,W,2395
40910,63rd-Dan Ryan,01/04/2023,W,865
40920,Pulaski-Forest Park,01/04/2023,W,779
40930,Midway Airport,01/04/2023,W,3688
40940,Halsted/63rd,01/04/2023,W,170
40960,Pulaski-Orange,01/04/2023,W,2138
40970,Cicero-Forest Park,01/04/2023,W,598
40980,Harlem-Forest Park,01/04/2023,W,383
40990,69th,01/04/2023,W,1711
41000,Cermak-Chinatown,01/04/2023,W,1781
41010,Rockwell,01/04/2023,W,802
41020,Logan Square,01/04/2023,W,2953
41030,Polk,01/04/2023,W,1666
41040,Kedzie-Cermak,01/04/2023,W,571
41050,Linden,01/04/2023,W,359
41060,Ashland-Orange,01/04/2023,W,836
41070,Kedzie-Lake,01/04/2023,W,492
41080,47th-South Elevated,01/04/2023,W,451
41090,Monroe/State,01/04/2023,W,2865
41120,35-Bronzeville-IIT,01/04/2023,W,522
41130,Halsted-Orange,01/04/2023,W,1052
41140,King Drive,01/04/2023,W,165
41150,Kedzie-Midway,01/04/2023,W,1659
41160,Clinton-Lake,01/04/2023,W,1955
41170,Garfield-Dan Ryan,01/04/2023,W,1209
41180,Kedzie-Brown,01/04/2023,W,962
41190,Jarvis,01/04/2023,W,706
41200,Argyle,01/04/2023,W,1900
41210,Wellington,01/04/2023,W,1465
41220,Fullerton,01/04/2023,W,7927
41230,47th-Dan Ryan,01/04/2023,W,956
41240,Addison-O'Hare,01/04/2023,W,1077
41250,Central-Evanston,01/04/2023,W,497
41260,Austin-Lake,01/04/2023,W,879
41270,43rd,01/04/2023,W,391
41280,Jefferson Park,01/04/2023,W,3214
41290,Kimball,01/04/2023,W,1938
41300,Loyola,01/04/2023,W,1724
41310,Paulina,01/04/2023,W,1439
41320,Belmont-North Main,01/04/2023,W,5307
41330,Montrose-O'Hare,01/04/2023,W,1051
41340,LaSalle,01/04/2023,W,1023
41350,Oak Park-Lake,01/04/2023,W,581
41360,California-Lake,01/04/2023,W,531
41380,Bryn Mawr,01/04/2023,W,1737
41400,Roosevelt,01/04/2023,W,4897
41410,Chicago/Milwaukee,01/04/2023,W,1709
41420,Addison-North Main,01/04/2023,W,2905
41430,87th,01/04/2023,W,1402
41440,Addison-Brown,01/04/2023,W,921
41450,Chicago/State,01/04/2023,W,5193
41460,Irving Park-Brown,01/04/2023,W,1309
41480,Western-Brown,01/04/2023,W,1721
41490,Harrison,01/04/2023,W,1136
41500,Montrose-Brown,01/04/2023,W,1095
41510,Morgan-Lake,01/04/2023,W,2232
41660,Lake/State,01/04/2023,W,6942
41670,Conservatory,01/04/2023,W,490
41680,Oakton-Skokie,01/04/2023,W,428
41690,Cermak-McCormick Place,01/04/2023,W,658
41700,Washington/Wabash,01/04/2023,W,5058
40010,Austin-Forest Park,01/05/2023,W,594
40020,Harlem-Lake,01/05/2023,W,1509
40030,Pulaski-Lake,01/05/2023,W,555
40040,Quincy/Wells,01/05/2023,W,3835
40050,Davis,01/05/2023,W,1340
40060,Belmont-O'Hare,01/05/2023,W,2463
40070,Jackson/Dearborn,01/05/2023,W,2526
40080,Sheridan,01/05/2023,W,2029
40090,Damen-Brown,01/05/2023,W,1234
40100,Morse,01/05/2023,W,1864
40120,35th/Archer,01/05/2023,W,1223
40130,51st,01/05/2023,W,370
40140,Dempster-Skokie,01/05/2023,W,669
40150,Pulaski-Cermak,01/05/2023,W,581
40160,LaSalle/Van Buren,01/05/2023,W,1413
40170,Ashland-Lake,01/05/2023,W,1152
40180,Oak Park-Forest Park,01/05/2023,W,528
40190,Sox-35th-Dan Ryan,01/05/2023,W,1225
40210,Damen-Cermak,01/05/2023,W,859
40220,Western-Forest Park,01/05/2023,W,585
40230,Cumberland,01/05/2023,W,1379
40240,79th,01/05/2023,W,2258
40250,Kedzie-Homan-Forest Park,01/05/2023,W,689
40260,State/Lake,01/05/2023,W,5027
40270,Main,01/05/2023,W,456
40280,Central-Lake,01/05/2023,W,928
40290,Ashland/63rd,01/05/2023,W,348
40300,Indiana,01/05/2023,W,272
40310,Western-Orange,01/05/2023,W,1798
40320,Division/Milwaukee,01/05/2023,W,2574
40330,Grand/State,01/05/2023,W,3800
40340,Berwyn,01/05/2023,W,0
40350,UIC-Halsted,01/05/2023,W,1232
40360,Southport,01/05/2023,W,1718
40370,Washington/Dearborn,01/05/2023,W,5096
40380,Clark/Lake,01/05/2023,W,7135
40390,Forest Park,01/05/2023,W,1018
40400,Noyes,01/05/2023,W,541
40420,Cicero-Cermak,01/05/2023,W,626
40430,Clinton-Forest Park,01/05/2023,W,1597
40440,California-Cermak,01/05/2023,W,703
40450,95th/Dan Ryan,01/05/2023,W,3721
40460,Merchandise Mart,01/05/2023,W,3479
40470,Racine,01/05/2023,W,559
40480,Cicero-Lake,01/05/2023,W,488
40490,Grand/Milwaukee,01/05/2023,W,1438
40510,Garfield-South Elevated,01/05/2023,W,479
40520,Foster,01/05/2023,W,383
40530,Diversey,01/05/2023,W,2722
40540,Wilson,01/05/2023,W,3816
40550,Irving Park-O'Hare,01/05/2023,W,1778
40560,Jackson/State,01/05/2023,W,3536
40570,California/Milwaukee,01/05/2023,W,2125
40580,54th/Cermak,01/05/2023,W,1199
40590,Damen/Milwaukee,01/05/2023,W,2629
40600,Kostner,01/05/2023,W,228
40610,Ridgeland,01/05/2023,W,509
40630,Clark/Division,01/05/2023,W,3190
40650,North/Clybourn,01/05/2023,W,2226
40660,Armitage,01/05/2023,W,1926
40670,Western/Milwaukee,01/05/2023,W,2314
40680,Adams/Wabash,01/05/2023,W,3477
40690,Dempster,01/05/2023,W,349
40700,Laramie,01/05/2023,W,474
40710,Chicago/Franklin,01/05/2023,W,3210
40720,East 63rd-Cottage Grove,01/05/2023,W,363
40730,Washington/Wells,01/05/2023,W,4280
40740,Western-Cermak,01/05/2023,W,653
40750,Harlem-O'Hare,01/05/2023,W,1165
40760,Granville,01/05/2023,W,1453
40770,Lawrence,01/05/2023,W,0
40780,Central Park,01/05/2023,W,479
40790,Monroe/Dearborn,01/05/2023,W,2863
40800,Sedgwick,01/05/2023,W,2184
40810,Medical Center,01/05/2023,W,1084
40820,Rosemont,01/05/2023,W,2635
40830,18th,01/05/2023,W,940
40840,South Boulevard,01/05/2023,W,339
40850,Library,01/05/2023,W,2091
40870,Francisco,01/05/2023,W,740
40880,Thorndale,01/05/2023,W,1200
40890,O'Hare Airport,01/05/2023,W,5617
40900,Howard,01/05/2023,W,2419
40910,63rd-Dan Ryan,01/05/2023,W,915
40920,Pulaski-Forest Park,01/05/2023,W,765
40930,Midway Airport,01/05/2023,W,3746
40940,Halsted/63rd,01/05/2023,W,201
40960,Pulaski-Orange,01/05/2023,W,2058
40970,Cicero-Forest Park,01/05/2023,W,549
40980,Harlem-Forest Park,01/05/2023,W,374
40990,69th,01/05/2023,W,1659
41000,Cermak-Chinatown,01/05/2023,W,1760
41010,Rockwell,01/05/2023,W,820
41020,Logan Square,01/05/2023,W,3039
41030,Polk,01/05/2023,W,1719
41040,Kedzie-Cermak,01/05/2023,W,540
41050,Linden,01/05/2023,W,420
41060,Ashland-Orange,01/05/2023,W,845
41070,Kedzie-Lake,01/05/2023,W,501
41080,47th-South Elevated,01/05/2023,W,453
41090,Monroe/State,01/05/2023,W,3044
41120,35-Bronzeville-IIT,01/05/2023,W,520
41130,Halsted-Orange,01/05/2023,W,1025
41140,King Drive,01/05/2023,W,160
41150,Kedzie-Midway,01/05/2023,W,1584
41160,Clinton-Lake,01/05/2023,W,1926
41170,Garfield-Dan Ryan,01/05/2023,W,1176
41180,Kedzie-Brown,01/05/2023,W,1009
41190,Jarvis,01/05/2023,W,705
41200,Argyle,01/05/2023,W,1802
41210,Wellington,01/05/2023,W,1568
41220,Fullerton,01/05/2023,W,8208
41230,47th-Dan Ryan,01/05/2023,W,972
41240,Addison-O'Hare,01/05/2023,W,1118
41250,Central-Evanston,01/05/2023,W,365
41260,Austin-Lake,01/05/2023,W,828
41270,43rd,01/05/2023,W,413
41280,Jefferson Park,01/05/2023,W,3253
41290,Kimball,01/05/2023,W,1920
41300,Loyola,01/05/2023,W,1711
41310,Paulina,01/05/2023,W,1455
41320,Belmont-North Main,01/05/2023,W,5282
41330,Montrose-O'Hare,01/05/2023,W,992
41340,LaSalle,01/05/2023,W,1019
41350,Oak Park-Lake,01/05/2023,W,552
41360,California-Lake,01/05/2023,W,564
41380,Bryn Mawr,01/05/2023,W,1775
41400,Roosevelt,01/05/2023,W,4593
41410,Chicago/Milwaukee,01/05/2023,W,1708
41420,Addison-North Main,01/05/2023,W,3037
41430,87th,01/05/2023,W,1423
41440,Addison-Brown,01/05/2023,W,900
41450,Chicago/State,01/05/2023,W,5225
41460,Irving Park-Brown,01/05/2023,W,1218
41480,Western-Brown,01/05/2023,W,1791
41490,Harrison,01/05/2023,W,1262
41500,Montrose-Brown,01/05/2023,W,1187
41510,Morgan-Lake,01/05/2023,W,2378
41660,Lake/State,01/05/2023,W,7173
41670,Conservatory,01/05/2023,W,414
41680,Oakton-Skokie,01/05/2023,W,430
41690,Cermak-McCormick Place,01/05/2023,W,657
41700,Washington/Wabash,01/05/2023,W,4924
40010,Austin-Forest Park,01/06/2023,W,524
40020,Harlem-Lake,01/06/2023,W,1404
40030,Pulaski-Lake,01/06/2023,W,571
40040,Quincy/Wells,01/06/2023,W,2182
40050,Davis,01/06/2023,W,1348
40060,Belmont-O'Hare,01/06/2023,W,2285
40070,Jackson/Dearborn,01/06/2023,W,1912
40080,Sheridan,01/06/2023,W,1888
40090,Damen-Brown,01/06/2023,W,1031
40100,Morse,01/06/2023,W,1801
40120,35th/Archer,01/06/2023,W,1157
40130,51st,01/06/2023,W,373
40140,Dempster-Skokie,01/06/2023,W,581
40150,Pulaski-Cermak,01/06/2023,W,589
40160,LaSalle/Van Buren,01/06/2023,W,931
40170,Ashland-Lake,01/06/2023,W,1274
40180,Oak Park-Forest Park,01/06/2023,W,404
40190,Sox-35th-Dan Ryan,01/06/2023,W,1248
40210,Damen-Cermak,01/06/2023,W,799
40220,Western-Forest Park,01/06/2023,W,561
40230,Cumberland,01/06/2023,W,1187
40240,79th,01/06/2023,W,2413
40250,Kedzie-Homan-Forest Park,01/06/2023,W,684
40260,State/Lake,01/06/2023,W,4493
40270,Main,01/06/2023,W,418
40280,Central-Lake,01/06/2023,W,884
40290,Ashland/63rd,01/06/2023,W,391
40300,Indiana,01/06/2023,W,230
40310,Western-Orange,01/06/2023,W,1703
40320,Division/Milwaukee,01/06/2023,W,2123
40330,Grand/State,01/06/2023,W,3881
40340,Berwyn,01/06/2023,W,0
40350,UIC-Halsted,01/06/2023,W,1172
40360,Southport,01/06/2023,W,1421
40370,Washington/Dearborn,01/06/2023,W,4108
40380,Clark/Lake,01/06/2023,W,5197
40390,Forest Park,01/06/2023,W,988
40400,Noyes,01/06/2023,W,514
40420,Cicero-Cermak,01/06/2023,W,603
40430,Clinton-Forest Park,01/06/2023,W,1118
40440,California-Cermak,01/06/2023,W,767
40450,95th/Dan Ryan,01/06/2023,W,3884
40460,Merchandise Mart,01/06/2023,W,2115
40470,Racine,01/06/2023,W,570
40480,Cicero-Lake,01/06/2023,W,508
40490,Grand/Milwaukee,01/06/2023,W,1175
40510,Garfield-South Elevated,01/06/2023,W,470
40520,Foster,01/06/2023,W,487
40530,Diversey,01/06/2023,W,2173
40540,Wilson,01/06/2023,W,3684
