route,date,daytype,rides
152,09/01/2023,W,7337
152,05/01/2023,W,5439
152,01/10/2023,W,6115
152,03/31/2023,W,5847
152,04/30/2023,U,2089
152,07/14/2023,W,6259
152,09/17/2023,U,2340
152,10/28/2023,A,3315
152,04/01/2023,A,3501
152,09/02/2023,A,3204
152,04/29/2023,A,3085
152,01/09/2023,W,5543
152,04/02/2023,U,3369
152,04/28/2023,W,6299
152,09/16/2023,A,3468
152,07/15/2023,A,4188
152,07/16/2023,U,3651
152,04/03/2023,W,4134
152,09/03/2023,U,2611
152,04/27/2023,W,7549
152,01/08/2023,U,1846
152,10/31/2023,W,7156
152,04/04/2023,W,4263
152,10/29/2023,U,2195
152,09/04/2023,U,3513
152,09/15/2023,W,7782
152,07/26/2023,W,5013
152,04/26/2023,W,7207
152,01/07/2023,A,2478
152,04/05/2023,W,4517
152,07/17/2023,W,6141
152,01/03/2023,W,3535
152,04/25/2023,W,7026
152,04/06/2023,W,4515
152,01/06/2023,W,3769
152,09/05/2023,W,8602
152,09/14/2023,W,8023
152,10/30/2023,W,7348
152,04/07/2023,W,5207
152,04/24/2023,W,6278
152,04/23/2023,U,3257
152,07/18/2023,W,6544
152,04/08/2023,A,3460
152,09/06/2023,W,8449
152,09/13/2023,W,7735
152,07/25/2023,W,5511
152,04/09/2023,U,2580
152,04/22/2023,A,3770
152,01/05/2023,W,3762
152,04/21/2023,W,7468
152,04/10/2023,W,6937
152,07/19/2023,W,6471
152,09/10/2023,U,3701
152,09/12/2023,W,8567
152,04/11/2023,W,7467
152,09/07/2023,W,8336
152,04/20/2023,W,7177
152,01/04/2023,W,3810
152,07/23/2023,U,3665
152,04/12/2023,W,6664
152,04/19/2023,W,6905
152,09/11/2023,W,6724
152,07/20/2023,W,6388
152,07/22/2023,A,4062
152,04/13/2023,W,7004
152,09/09/2023,A,4382
152,04/17/2023,W,6198
152,04/16/2023,U,2031
152,06/19/2023,W,4937
152,02/06/2023,W,5496
152,02/07/2023,W,6068
152,10/14/2023,A,3046
152,06/18/2023,U,3792
155,02/15/2023,W,4874
155,05/16/2023,W,4900
155,08/12/2023,A,4001
155,09/19/2023,W,5261
155,03/07/2023,W,4857
155,01/21/2023,A,3414
155,04/07/2023,W,4192
155,03/11/2023,A,3641
155,08/15/2023,W,4792
155,08/29/2023,W,4889
155,08/27/2023,U,3810
155,10/03/2023,W,5764
155,05/21/2023,U,3146
155,07/04/2023,U,3491
155,10/23/2023,W,5041
155,04/04/2023,W,4153
155,01/10/2023,W,4377
155,10/06/2023,W,4798
155,01/22/2023,U,2497
155,05/23/2023,W,4951
155,04/06/2023,W,4634
155,01/29/2023,U,2541
155,05/01/2023,W,4703
155,05/22/2023,W,4799
155,05/02/2023,W,4779
155,07/09/2023,U,3303
155,04/24/2023,W,4994
155,06/13/2023,W,4128
155,08/28/2023,W,5174
155,02/22/2023,W,4090
155,03/01/2023,W,4816
155,09/09/2023,A,4522
155,06/26/2023,W,4382
155,06/07/2023,W,4822
155,08/22/2023,W,4923
155,01/03/2023,W,3813
155,05/08/2023,W,4713
155,05/12/2023,W,4183
155,09/04/2023,U,3726
155,09/27/2023,W,5329
155,08/13/2023,U,2696
155,09/15/2023,W,5179
155,02/26/2023,U,2923
155,03/06/2023,W,4762
155,01/23/2023,W,4723
155,09/14/2023,W,5551
155,03/18/2023,A,3356
155,08/17/2023,W,4562
155,04/23/2023,U,2711
155,10/14/2023,A,3921
155,02/25/2023,A,3385
155,03/31/2023,W,4185
155,01/27/2023,W,4130
155,02/20/2023,W,4026
155,02/02/2023,W,4849
155,07/30/2023,U,3434
155,06/27/2023,W,4400
155,09/28/2023,W,5324
155,03/12/2023,U,2667
155,07/26/2023,W,4396
155,07/18/2023,W,4606
155,04/13/2023,W,4921
155,06/04/2023,U,2517
155,01/30/2023,W,3319
155,03/23/2023,W,4847
155,06/10/2023,A,4250
155,05/18/2023,W,4996
155,02/19/2023,U,2979
155,02/05/2023,U,2590
155,08/08/2023,W,4991
155,08/05/2023,A,3832
155,09/30/2023,A,4516
155,07/08/2023,A,4058
155,01/08/2023,U,2793
155,04/08/2023,A,3772
155,07/11/2023,W,4699
155,09/24/2023,U,3446
155,07/22/2023,A,3271
155,03/27/2023,W,5038
155,06/16/2023,W,4282
155,02/09/2023,W,4383
155,06/09/2023,W,4871
155,02/07/2023,W,5082
155,02/13/2023,W,4783
155,04/30/2023,U,2848
155,09/11/2023,W,4903
155,04/18/2023,W,5161
155,04/27/2023,W,5041
155,07/14/2023,W,4660
155,05/29/2023,U,3315
155,10/25/2023,W,5390
155,01/14/2023,A,3479
155,01/25/2023,W,4284
155,06/05/2023,W,4858
155,10/15/2023,U,3544
155,01/17/2023,W,4750
155,05/10/2023,W,4665
155,09/06/2023,W,5406
155,08/24/2023,W,4366
155,08/23/2023,W,4737
155,05/28/2023,U,3158
155,01/19/2023,W,4794
155,10/20/2023,W,5061
155,08/21/2023,W,5016
155,05/13/2023,A,3757
155,02/14/2023,W,4698
155,01/12/2023,W,4530
155,05/04/2023,W,4789
155,03/20/2023,W,4978
155,02/04/2023,A,3894
155,10/18/2023,W,5471
155,03/05/2023,U,2830
155,09/17/2023,U,3067
155,08/10/2023,W,4805
155,06/12/2023,W,3829
155,10/22/2023,U,3218
155,07/02/2023,U,2219
155,08/02/2023,W,4828
155,03/13/2023,W,4689
155,05/24/2023,W,4855
155,09/13/2023,W,5602
155,01/11/2023,W,4484
155,06/06/2023,W,4464
155,08/26/2023,A,4377
155,07/05/2023,W,4355
155,04/19/2023,W,5199
155,02/28/2023,W,4696
155,06/22/2023,W,4726
155,02/06/2023,W,4838
155,02/08/2023,W,4984
155,03/30/2023,W,4850
155,10/28/2023,A,4195
155,06/25/2023,U,2984
155,09/03/2023,U,3633
155,08/04/2023,W,4916
155,04/17/2023,W,4436
155,07/24/2023,W,4317
155,04/12/2023,W,4637
155,03/17/2023,W,4352
155,07/25/2023,W,4620
155,02/23/2023,W,4969
155,03/08/2023,W,4642
155,09/21/2023,W,5357
155,10/10/2023,W,5247
155,05/17/2023,W,4802
155,06/23/2023,W,4455
155,07/13/2023,W,4836
155,10/21/2023,A,4187
155,05/25/2023,W,4998
155,10/09/2023,W,4521
155,10/17/2023,W,5356
155,05/05/2023,W,4963
155,04/09/2023,U,2532
155,07/21/2023,W,4572
155,06/17/2023,A,4377
155,10/12/2023,W,4943
155,10/19/2023,W,5252
155,07/23/2023,U,3017
155,04/03/2023,W,4731
155,07/06/2023,W,4811
155,10/04/2023,W,5584
155,07/07/2023,W,4747
155,03/02/2023,W,5052
155,02/10/2023,W,4732
155,01/15/2023,U,2762
155,03/10/2023,W,4393
155,04/22/2023,A,3478
155,05/03/2023,W,5087
155,08/14/2023,W,3979
155,04/01/2023,A,3814
155,10/16/2023,W,5209
155,09/08/2023,W,5127
155,09/26/2023,W,4890
155,03/26/2023,U,2642
155,08/19/2023,A,4142
155,06/19/2023,W,4052
155,01/05/2023,W,3910
155,09/23/2023,A,4435
155,05/14/2023,U,2631
155,01/13/2023,W,4293
155,07/12/2023,W,4205
155,02/18/2023,A,3282
155,08/18/2023,W,4652
155,08/11/2023,W,4682
155,08/16/2023,W,4902
155,06/28/2023,W,4195
155,01/04/2023,W,3815
155,07/10/2023,W,4296
155,06/02/2023,W,4987
155,03/28/2023,W,4930
155,07/03/2023,W,4829
155,03/14/2023,W,5072
155,03/24/2023,W,4830
155,10/27/2023,W,4839
155,01/31/2023,W,4209
155,10/08/2023,U,3131
155,05/20/2023,A,3759
155,04/20/2023,W,4152
155,04/26/2023,W,5058
155,09/02/2023,A,4656
155,01/02/2023,U,3059
155,09/20/2023,W,5697
155,09/07/2023,W,5456
155,08/06/2023,U,2941
155,02/16/2023,W,4337
155,04/21/2023,W,4588
155,02/12/2023,U,2878
155,10/11/2023,W,5505
155,04/14/2023,W,4758
155,07/31/2023,W,4411
155,07/16/2023,U,3226
155,03/16/2023,W,4929
155,04/25/2023,W,4942
155,08/01/2023,W,4744
155,02/17/2023,W,4665
155,05/27/2023,A,4012
155,10/02/2023,W,5706
155,04/29/2023,A,3523
155,06/20/2023,W,4660
155,02/01/2023,W,4232
155,03/04/2023,A,3699
155,06/08/2023,W,4763
155,10/24/2023,W,5664
155,01/07/2023,A,3330
155,06/11/2023,U,2808
155,06/30/2023,W,4667
155,07/01/2023,A,3993
155,10/01/2023,U,3470
155,10/31/2023,W,4743
155,04/11/2023,W,4793
155,06/15/2023,W,4549
155,05/19/2023,W,4129
155,06/21/2023,W,4604
155,05/26/2023,W,4605
155,04/05/2023,W,4715
155,05/07/2023,U,3202
155,08/31/2023,W,5047
155,08/30/2023,W,5177
155,09/29/2023,W,4768
155,07/15/2023,A,3861
155,09/25/2023,W,5389
155,10/30/2023,W,4851
155,06/03/2023,A,4099
155,03/29/2023,W,4676
155,06/24/2023,A,4247
155,01/28/2023,A,3073
155,08/09/2023,W,4590
155,09/12/2023,W,5527
155,09/22/2023,W,5011
155,03/25/2023,A,3416
155,09/16/2023,A,4557
155,02/03/2023,W,3789
155,07/29/2023,A,4161
155,01/18/2023,W,4619
155,09/01/2023,W,4936
155,10/26/2023,W,5180
155,04/10/2023,W,4809
155,03/09/2023,W,4626
155,08/20/2023,U,3172
155,07/20/2023,W,4593
155,01/24/2023,W,4866
155,05/15/2023,W,4863
155,02/21/2023,W,4746
155,01/09/2023,W,4475
155,10/13/2023,W,5165
155,07/28/2023,W,4348
155,02/11/2023,A,3569
155,04/16/2023,U,2708
155,03/15/2023,W,5066
155,02/27/2023,W,4775
155,04/28/2023,W,4764
155,06/14/2023,W,4675
155,09/18/2023,W,5412
155,04/15/2023,A,3197
155,04/02/2023,U,3098
155,06/18/2023,U,3191
155,09/10/2023,U,3432
155,05/06/2023,A,3424
155,07/27/2023,W,4673
155,02/24/2023,W,4751
155,10/05/2023,W,5509
155,05/30/2023,W,5042
155,08/25/2023,W,5290
155,07/19/2023,W,4786
155,03/03/2023,W,4060
155,05/09/2023,W,4782
155,05/11/2023,W,4748
155,03/21/2023,W,4866
155,10/07/2023,A,4405
155,06/01/2023,W,5208
155,01/26/2023,W,4696
155,03/19/2023,U,2771
155,07/17/2023,W,4613
155,01/06/2023,W,3842
155,08/03/2023,W,4903
155,03/22/2023,W,4917
155,06/29/2023,W,4302
155,05/31/2023,W,4544
155,01/20/2023,W,4435
155,01/16/2023,W,3262
155,10/29/2023,U,2950
155,09/05/2023,W,5255
155,08/07/2023,W,4744
156,10/02/2023,W,2673
156,09/27/2023,W,3401
156,08/10/2023,W,3422
156,05/12/2023,W,2182
156,02/08/2023,W,3118
156,04/25/2023,W,3824
156,09/15/2023,W,1985
156,06/08/2023,W,3313
156,08/31/2023,W,2894
156,10/24/2023,W,3726
156,05/23/2023,W,3695
156,01/12/2023,W,2935
156,03/06/2023,W,2118
156,03/10/2023,W,2286
156,08/16/2023,W,3575
156,01/23/2023,W,2459
156,06/30/2023,W,2116
156,07/06/2023,W,3081
156,04/11/2023,W,3478
156,09/13/2023,W,3425
156,08/17/2023,W,3459
156,02/21/2023,W,3310
156,07/05/2023,W,2868
156,03/20/2023,W,2276
156,05/26/2023,W,2230
156,03/13/2023,W,2295
156,10/17/2023,W,3818
156,03/29/2023,W,3061
156,02/02/2023,W,2894
156,10/04/2023,W,3820
156,08/30/2023,W,3139
156,07/07/2023,W,2163
156,06/21/2023,W,3922
156,06/22/2023,W,3408
156,07/10/2023,W,2969
156,03/31/2023,W,2057
156,01/20/2023,W,2040
156,09/25/2023,W,2569
156,01/11/2023,W,2870
156,01/27/2023,W,2191
156,03/28/2023,W,3445
156,04/21/2023,W,2404
156,02/10/2023,W,2099
156,01/04/2023,W,2565
156,04/19/2023,W,3284
156,09/12/2023,W,3735
156,07/26/2023,W,3618
156,04/13/2023,W,3139
156,03/02/2023,W,3206
156,09/22/2023,W,2658
156,06/27/2023,W,3701
156,02/03/2023,W,1923
156,10/27/2023,W,2296
156,01/18/2023,W,3222
156,08/23/2023,W,3226
156,07/21/2023,W,2021
156,10/30/2023,W,2664
156,07/18/2023,W,3838
156,10/26/2023,W,3306
156,09/29/2023,W,2303
156,05/01/2023,W,2479
156,04/10/2023,W,2189
156,08/14/2023,W,2625
156,01/09/2023,W,2400
156,08/02/2023,W,4009
156,06/15/2023,W,2775
156,03/23/2023,W,2978
156,01/24/2023,W,3354
156,02/01/2023,W,3181
156,06/02/2023,W,2583
156,05/15/2023,W,2374
156,05/18/2023,W,3189
156,08/04/2023,W,2545
156,10/31/2023,W,3639
156,01/30/2023,W,2153
156,09/01/2023,W,2081
156,07/31/2023,W,2797
156,02/27/2023,W,2267
156,01/03/2023,W,2184
156,10/16/2023,W,2880
156,03/15/2023,W,3670
156,05/03/2023,W,3278
156,02/06/2023,W,2296
156,02/07/2023,W,3440
156,04/18/2023,W,3711
156,07/28/2023,W,2314
156,10/19/2023,W,3557
156,10/13/2023,W,2249
156,06/06/2023,W,3329
156,04/02/2023,U,6
156,06/14/2023,W,3429
156,07/25/2023,W,3993
156,09/07/2023,W,3535
156,04/12/2023,W,3539
156,03/27/2023,W,2641
156,09/18/2023,W,2779
156,04/28/2023,W,2127
156,02/24/2023,W,2179
156,05/30/2023,W,3187
156,10/05/2023,W,3431
156,09/26/2023,W,3586
156,07/03/2023,W,1664
156,08/25/2023,W,2175
156,06/16/2023,W,2026
156,09/21/2023,W,3212
156,03/17/2023,W,2350
156,04/05/2023,W,2951
156,03/03/2023,W,1931
156,02/09/2023,W,2869
156,07/19/2023,W,3823
156,09/08/2023,W,2114
156,05/09/2023,W,3601
156,06/09/2023,W,2109
156,05/11/2023,W,3168
156,03/14/2023,W,4107
156,03/21/2023,W,3109
156,02/28/2023,W,3311
156,03/09/2023,W,3192
156,02/13/2023,W,2325
156,08/18/2023,W,2424
156,04/26/2023,W,3503
156,06/01/2023,W,3262
156,10/11/2023,W,3470
156,01/26/2023,W,3380
156,07/17/2023,W,2956
156,10/25/2023,W,3794
156,05/16/2023,W,3681
156,02/15/2023,W,3229
156,02/23/2023,W,3111
156,08/15/2023,W,3883
156,08/03/2023,W,3431
156,09/11/2023,W,2595
156,07/27/2023,W,3987
156,06/29/2023,W,3329
156,03/24/2023,W,1745
156,10/10/2023,W,3978
156,05/31/2023,W,2998
156,03/22/2023,W,3465
156,09/28/2023,W,3614
156,01/13/2023,W,2110
156,07/24/2023,W,2860
156,01/06/2023,W,1708
156,01/16/2023,W,1058
156,07/14/2023,W,2227
156,04/27/2023,W,3122
156,10/20/2023,W,2767
156,07/11/2023,W,3850
156,10/06/2023,W,2590
156,08/07/2023,W,2525
156,01/05/2023,W,2578
156,09/19/2023,W,3688
156,01/25/2023,W,3154
156,05/17/2023,W,3459
156,08/01/2023,W,3834
156,10/09/2023,W,2532
156,04/07/2023,W,1839
156,08/11/2023,W,2279
156,05/10/2023,W,3281
156,08/29/2023,W,3557
156,06/19/2023,W,1539
156,10/03/2023,W,3813
156,08/22/2023,W,3752
156,09/05/2023,W,3471
156,01/17/2023,W,3225
156,05/19/2023,W,2243
156,02/16/2023,W,2866
156,01/10/2023,W,3124
156,06/12/2023,W,2531
156,09/20/2023,W,3551
156,10/23/2023,W,2747
156,04/06/2023,W,3082
156,04/17/2023,W,2259
156,04/04/2023,W,3322
156,08/24/2023,W,3087
156,03/08/2023,W,3245
156,05/25/2023,W,2992
156,06/23/2023,W,2224
156,01/19/2023,W,3266
156,01/31/2023,W,3150
156,03/07/2023,W,3561
156,09/06/2023,W,3272
156,04/14/2023,W,2022
156,02/14/2023,W,3376
156,05/22/2023,W,2467
156,08/21/2023,W,2693
156,05/08/2023,W,2411
156,07/13/2023,W,3543
156,04/24/2023,W,2465
156,05/24/2023,W,3027
156,08/09/2023,W,3876
156,05/05/2023,W,2254
156,06/13/2023,W,3702
156,07/12/2023,W,3419
156,03/16/2023,W,3429
156,08/28/2023,W,2510
156,02/22/2023,W,3351
156,06/05/2023,W,2566
156,05/04/2023,W,3268
156,03/01/2023,W,3021
156,06/26/2023,W,2533
156,02/20/2023,W,1440
156,03/30/2023,W,3309
156,08/08/2023,W,3920
156,07/20/2023,W,3691
156,04/03/2023,W,2159
156,06/20/2023,W,3725
156,06/07/2023,W,3556
156,10/18/2023,W,3879
156,10/12/2023,W,3266
156,05/02/2023,W,3786
156,09/14/2023,W,3287
156,02/17/2023,W,2051
156,06/28/2023,W,3497
156,04/20/2023,W,3277
157,03/16/2023,W,5227
157,01/06/2023,W,2598
157,01/26/2023,W,4963
157,02/01/2023,W,5125
157,04/06/2023,W,5663
157,08/28/2023,W,5620
157,02/02/2023,W,4887
157,05/10/2023,W,4124
157,10/10/2023,W,6267
157,04/26/2023,W,5249
157,06/23/2023,W,3359
157,07/10/2023,W,3962
157,05/24/2023,W,4007
157,04/25/2023,W,5673
157,09/22/2023,W,5102
157,02/27/2023,W,4803
157,03/21/2023,W,3894
157,10/06/2023,W,5850
157,05/09/2023,W,4291
157,07/17/2023,W,3767
157,02/15/2023,W,5160
157,06/29/2023,W,3791
157,05/31/2023,W,3932
157,07/03/2023,W,3030
157,04/05/2023,W,5107
157,04/14/2023,W,4521
157,09/19/2023,W,6775
157,08/22/2023,W,5714
157,01/10/2023,W,4490
157,10/23/2023,W,5765
157,05/19/2023,W,3143
157,05/22/2023,W,3692
157,02/20/2023,W,3933
157,06/26/2023,W,3701
157,02/22/2023,W,4989
157,06/07/2023,W,4045
157,05/03/2023,W,5000
157,09/27/2023,W,5989
157,03/06/2023,W,4874
157,01/23/2023,W,4554
157,07/05/2023,W,3661
157,01/11/2023,W,4697
157,03/31/2023,W,4629
157,04/13/2023,W,5212
157,06/27/2023,W,4441
157,05/18/2023,W,3777
157,03/27/2023,W,4605
157,06/16/2023,W,3435
157,02/09/2023,W,4720
157,02/08/2023,W,5121
157,09/11/2023,W,5175
157,01/19/2023,W,4420
157,07/14/2023,W,3652
157,07/20/2023,W,4111
157,09/28/2023,W,6074
157,03/30/2023,W,5495
157,08/24/2023,W,5846
157,08/21/2023,W,5285
157,08/04/2023,W,3668
157,05/04/2023,W,4632
157,08/09/2023,W,3835
157,01/12/2023,W,4282
157,03/13/2023,W,4879
157,04/19/2023,W,5295
157,04/12/2023,W,5109
157,08/14/2023,W,3343
157,02/23/2023,W,5161
157,01/30/2023,W,4849
157,05/17/2023,W,3834
157,08/02/2023,W,4198
157,05/25/2023,W,3943
157,10/12/2023,W,5889
157,05/05/2023,W,4125
157,07/06/2023,W,3980
157,02/10/2023,W,4446
157,09/26/2023,W,6200
157,07/12/2023,W,3980
157,02/21/2023,W,5258
157,09/07/2023,W,6004
157,08/10/2023,W,3849
157,08/16/2023,W,4051
157,01/04/2023,W,2382
157,08/01/2023,W,4450
157,03/14/2023,W,5366
157,04/20/2023,W,5310
157,10/27/2023,W,5415
157,09/20/2023,W,6162
157,07/31/2023,W,3676
157,06/15/2023,W,4122
157,05/16/2023,W,3827
157,08/31/2023,W,5615
157,04/11/2023,W,5384
157,06/08/2023,W,3683
157,05/26/2023,W,3170
157,08/30/2023,W,5827
157,06/21/2023,W,3752
157,10/31/2023,W,6118
157,07/21/2023,W,3627
157,01/03/2023,W,2842
157,02/06/2023,W,4795
157,01/18/2023,W,4115
157,09/12/2023,W,6167
157,07/27/2023,W,4576
157,01/09/2023,W,4321
157,01/24/2023,W,5047
157,09/01/2023,W,5445
157,03/15/2023,W,5331
157,07/28/2023,W,3625
157,10/05/2023,W,6161
157,07/19/2023,W,4444
157,09/18/2023,W,5680
157,03/03/2023,W,3986
157,04/28/2023,W,4658
157,08/25/2023,W,5323
157,02/24/2023,W,3950
157,06/14/2023,W,4207
157,10/13/2023,W,5327
157,01/31/2023,W,4871
157,05/15/2023,W,3416
157,04/10/2023,W,4806
157,10/26/2023,W,5687
157,02/03/2023,W,4064
157,09/25/2023,W,5289
157,03/29/2023,W,5268
157,06/30/2023,W,3634
157,10/02/2023,W,5400
157,02/17/2023,W,4969
157,06/19/2023,W,2041
157,03/28/2023,W,5358
157,10/11/2023,W,6220
157,03/24/2023,W,3390
157,10/24/2023,W,6378
157,04/21/2023,W,4569
157,06/02/2023,W,3521
157,04/18/2023,W,5463
157,08/11/2023,W,3421
157,01/13/2023,W,4351
157,01/05/2023,W,2628
157,03/09/2023,W,5247
157,10/16/2023,W,5656
157,03/02/2023,W,5032
157,07/07/2023,W,3355
157,10/17/2023,W,6162
157,07/13/2023,W,4175
157,04/03/2023,W,4870
157,06/28/2023,W,4452
157,03/10/2023,W,4322
157,10/09/2023,W,5067
157,10/20/2023,W,5176
157,08/23/2023,W,6194
157,03/17/2023,W,4522
157,09/21/2023,W,5729
157,06/06/2023,W,4357
157,07/25/2023,W,4559
157,08/08/2023,W,3995
157,01/17/2023,W,4470
157,08/29/2023,W,5917
157,09/13/2023,W,5953
157,09/06/2023,W,5891
157,04/27/2023,W,5092
157,06/22/2023,W,3858
157,01/25/2023,W,4792
157,10/18/2023,W,5958
157,07/11/2023,W,4322
157,02/13/2023,W,4764
157,06/09/2023,W,3422
157,05/01/2023,W,4520
157,05/23/2023,W,3806
157,03/23/2023,W,3857
157,07/18/2023,W,4437
157,01/27/2023,W,4341
157,08/17/2023,W,3579
157,09/15/2023,W,5430
157,02/07/2023,W,5069
157,05/02/2023,W,4890
157,05/12/2023,W,3476
157,06/13/2023,W,4369
157,03/01/2023,W,5044
157,04/24/2023,W,4979
157,05/08/2023,W,3667
157,08/18/2023,W,3462
157,10/03/2023,W,6336
157,04/04/2023,W,5222
157,04/07/2023,W,4286
157,09/29/2023,W,5489
157,08/07/2023,W,3702
157,08/15/2023,W,3619
157,01/16/2023,W,1525
157,08/03/2023,W,4266
157,06/01/2023,W,4100
157,10/30/2023,W,5691
157,05/11/2023,W,3934
157,06/20/2023,W,4098
157,09/08/2023,W,4961
157,05/30/2023,W,3717
157,07/24/2023,W,4139
157,10/04/2023,W,6404
157,06/05/2023,W,3756
157,06/12/2023,W,3711
157,02/28/2023,W,4969
157,02/14/2023,W,4660
157,10/25/2023,W,6188
157,03/08/2023,W,5293
157,02/16/2023,W,5239
157,10/19/2023,W,5995
157,03/07/2023,W,5376
157,01/20/2023,W,3779
157,09/14/2023,W,6098
157,09/05/2023,W,5810
157,03/22/2023,W,3897
157,04/17/2023,W,4926
157,03/20/2023,W,3445
157,07/26/2023,W,4571
165,01/06/2023,W,85
165,03/31/2023,W,233
165,10/09/2023,W,140
165,07/24/2023,W,195
165,04/13/2023,W,190
165,10/31/2023,W,168
165,02/08/2023,W,209
165,08/08/2023,W,124
165,07/05/2023,W,121
165,09/08/2023,W,150
165,10/27/2023,W,95
165,06/06/2023,W,140
165,07/10/2023,W,149
165,10/25/2023,W,199
165,01/23/2023,W,194
165,01/04/2023,W,64
165,08/17/2023,W,154
165,09/28/2023,W,233
165,09/15/2023,W,222
165,03/06/2023,W,239
165,05/02/2023,W,248
165,08/14/2023,W,103
165,08/16/2023,W,166
165,01/11/2023,W,170
165,03/02/2023,W,162
165,06/13/2023,W,111
165,03/17/2023,W,84
165,02/27/2023,W,213
165,02/07/2023,W,278
165,01/20/2023,W,106
165,02/10/2023,W,100
165,05/12/2023,W,110
165,08/09/2023,W,159
165,09/20/2023,W,197
165,09/27/2023,W,176
165,09/21/2023,W,342
165,08/10/2023,W,91
165,06/07/2023,W,150
165,04/12/2023,W,191
165,03/01/2023,W,155
165,04/14/2023,W,163
165,02/28/2023,W,206
165,02/22/2023,W,185
165,07/25/2023,W,165
165,05/22/2023,W,227
165,06/26/2023,W,165
165,09/07/2023,W,210
165,10/24/2023,W,230
165,02/02/2023,W,236
165,07/12/2023,W,176
165,07/31/2023,W,167
165,04/26/2023,W,228
165,08/18/2023,W,127
165,05/23/2023,W,243
165,04/24/2023,W,147
165,07/20/2023,W,120
165,04/20/2023,W,206
165,03/08/2023,W,284
165,05/08/2023,W,212
165,08/11/2023,W,116
165,04/19/2023,W,228
165,09/29/2023,W,200
165,05/03/2023,W,199
165,07/07/2023,W,111
165,08/01/2023,W,150
165,10/23/2023,W,335
165,08/22/2023,W,249
165,01/10/2023,W,234
165,07/13/2023,W,204
165,08/29/2023,W,264
165,10/17/2023,W,287
165,04/04/2023,W,117
165,06/12/2023,W,127
165,03/09/2023,W,242
165,03/13/2023,W,220
165,01/12/2023,W,203
165,09/19/2023,W,269
165,07/06/2023,W,145
165,04/07/2023,W,58
165,10/19/2023,W,216
165,02/20/2023,W,78
165,09/13/2023,W,332
165,05/05/2023,W,116
165,03/07/2023,W,176
165,08/07/2023,W,114
165,09/14/2023,W,270
165,08/28/2023,W,292
165,10/16/2023,W,197
165,04/27/2023,W,264
165,06/05/2023,W,139
165,05/04/2023,W,205
165,08/04/2023,W,59
165,08/21/2023,W,234
165,01/16/2023,W,80
165,03/14/2023,W,184
165,04/05/2023,W,127
165,02/21/2023,W,251
165,05/31/2023,W,190
165,10/03/2023,W,303
165,09/06/2023,W,238
165,06/29/2023,W,125
165,10/10/2023,W,342
165,08/24/2023,W,212
165,08/03/2023,W,79
165,10/12/2023,W,259
165,02/15/2023,W,200
165,04/25/2023,W,229
165,07/03/2023,W,112
165,04/03/2023,W,153
165,06/01/2023,W,195
165,04/06/2023,W,110
165,06/22/2023,W,103
165,09/18/2023,W,244
165,04/28/2023,W,153
165,03/03/2023,W,118
165,10/30/2023,W,265
165,05/24/2023,W,160
165,07/14/2023,W,138
165,03/22/2023,W,180
165,08/25/2023,W,222
165,03/30/2023,W,200
165,01/26/2023,W,187
165,01/25/2023,W,152
165,07/19/2023,W,108
165,05/09/2023,W,288
165,02/24/2023,W,146
165,03/24/2023,W,158
165,10/05/2023,W,256
165,07/27/2023,W,96
165,02/14/2023,W,143
165,06/20/2023,W,198
165,06/14/2023,W,95
165,07/11/2023,W,148
165,07/28/2023,W,93
165,10/04/2023,W,278
165,04/18/2023,W,121
165,10/18/2023,W,140
165,03/15/2023,W,205
165,03/21/2023,W,146
165,01/19/2023,W,236
165,01/31/2023,W,223
165,04/21/2023,W,193
165,09/01/2023,W,107
165,01/30/2023,W,224
165,05/15/2023,W,213
165,05/11/2023,W,217
165,02/06/2023,W,277
165,01/24/2023,W,266
165,09/26/2023,W,338
165,09/11/2023,W,185
165,07/21/2023,W,98
165,05/25/2023,W,232
165,04/10/2023,W,232
165,04/17/2023,W,245
165,10/26/2023,W,143
165,01/09/2023,W,207
165,02/13/2023,W,263
165,07/17/2023,W,152
165,01/05/2023,W,71
165,09/12/2023,W,256
165,03/28/2023,W,176
165,08/15/2023,W,128
165,02/03/2023,W,82
165,10/06/2023,W,167
165,01/18/2023,W,193
165,10/11/2023,W,233
165,02/09/2023,W,114
165,10/13/2023,W,208
165,06/16/2023,W,136
165,05/01/2023,W,214
165,05/10/2023,W,317
165,03/10/2023,W,188
165,09/25/2023,W,295
165,06/09/2023,W,82
165,06/28/2023,W,143
165,07/26/2023,W,115
165,08/23/2023,W,236
165,03/27/2023,W,251
165,06/21/2023,W,111
165,08/02/2023,W,99
165,09/05/2023,W,258
165,05/26/2023,W,117
165,08/30/2023,W,242
165,02/17/2023,W,174
165,03/29/2023,W,76
165,02/01/2023,W,190
165,06/30/2023,W,64
165,02/16/2023,W,122
165,01/17/2023,W,208
165,06/08/2023,W,112
165,06/19/2023,W,106
165,04/11/2023,W,219
165,03/23/2023,W,200
165,01/03/2023,W,71
165,02/23/2023,W,291
165,05/18/2023,W,201
165,10/02/2023,W,224
165,06/02/2023,W,229
165,09/22/2023,W,100
165,03/20/2023,W,222
165,01/27/2023,W,150
165,01/13/2023,W,185
165,05/16/2023,W,229
165,05/19/2023,W,77
165,10/20/2023,W,218
165,08/31/2023,W,179
165,05/30/2023,W,266
165,06/15/2023,W,103
165,07/18/2023,W,168
165,06/23/2023,W,102
165,03/16/2023,W,144
